sony,0.5539403
quality,0.56321126
phone,0.5832836
cancellation,0.5871067
frequency,0.5983723
noise,0.60547537
money,0.60668355
headphone,0.6084742
headphones,0.6165616
pouch,0.6295574
sound,0.6299151
fan,0.637668
bus,0.64240104
case,0.66033393
cancelling,0.66060954
price,0.66468984
air,0.68039805
value,0.683974
bass,0.6844199
product,0.7386449
